,country_region,Model,Scenario,Category,Subcategory,Indicator,composite_name,Definition,Unit,Year,Value,Timestamp
0,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2100,,2100-01-01
1133,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2042,1.63,2042-01-01
1134,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2041,0.0,2041-01-01
1135,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2041,0.0,2041-01-01
1136,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2041,0.06,2041-01-01
1137,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2041,0.05,2041-01-01
1138,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2041,0.07,2041-01-01
1139,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2041,13.5,2041-01-01
1140,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2041,10.1,2041-01-01
1141,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2041,0.0,2041-01-01
1142,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2041,0.0,2041-01-01
1143,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2041,0.0,2041-01-01
1144,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2041,10.2,2041-01-01
1145,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2041,1.21,2041-01-01
1146,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2041,2.45,2041-01-01
1147,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2041,0.0,2041-01-01
1148,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2041,0.75,2041-01-01
1149,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2041,0.55,2041-01-01
1150,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2041,0.56,2041-01-01
1151,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2041,0.16,2041-01-01
1152,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2041,0.12,2041-01-01
1153,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2041,28.5,2041-01-01
1154,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2041,1.73,2041-01-01
1155,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2041,3.5,2041-01-01
1156,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2041,0.0,2041-01-01
1157,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2041,20.9,2041-01-01
1158,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2041,21.2,2041-01-01
1159,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2041,175.0,2041-01-01
1160,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2041,128.0,2041-01-01
1161,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2041,130.0,2041-01-01
1162,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2041,42.32,2041-01-01
1163,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2041,36.95,2041-01-01
1164,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2041,0.96,2041-01-01
1165,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2041,0.95,2041-01-01
1166,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2041,1.29,2041-01-01
1167,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2041,0.07,2041-01-01
1168,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2041,0.05,2041-01-01
1169,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2041,5.02,2041-01-01
1170,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2041,4.95,2041-01-01
1171,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2041,6.74,2041-01-01
1172,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2041,0.05,2041-01-01
1173,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2041,0.03,2041-01-01
1174,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2041,0.02,2041-01-01
1175,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2041,0.02,2041-01-01
1176,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2041,0.0,2041-01-01
1177,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2041,0.0,2041-01-01
1178,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2041,0.0,2041-01-01
1179,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2041,0.12,2041-01-01
1180,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2041,1.67,2041-01-01
1181,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2041,0.0,2041-01-01
1182,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2041,0.0,2041-01-01
1183,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2041,0.0,2041-01-01
1184,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2041,1.79,2041-01-01
1185,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2041,1.89,2041-01-01
1186,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2041,0.0,2041-01-01
1187,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2041,0.0,2041-01-01
1188,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2041,0.0,2041-01-01
1189,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2041,0.01,2041-01-01
1190,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2041,0.0,2041-01-01
1191,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2041,0.0,2041-01-01
1192,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2041,0.0,2041-01-01
1193,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2041,5.91,2041-01-01
1194,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2041,12.03,2041-01-01
1195,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2041,0.0,2041-01-01
1196,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2041,0.01,2041-01-01
1197,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2041,0.87,2041-01-01
1198,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2041,0.64,2041-01-01
1199,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2041,0.01,2041-01-01
1200,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2041,0.65,2041-01-01
1201,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2041,0.0,2041-01-01
1202,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Hard coal,"Agriculture, Land Use and Forestry | Agriculture energy use | Hard coal",Coal consumption by the agriculture sector,EJ/yr,2041,0.0,2041-01-01
1203,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Hard coal,"Agriculture, Land Use and Forestry | Agriculture energy use | Hard coal",Coal consumption by the agriculture sector,EJ/yr,2041,0.0,2041-01-01
1204,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Hard coal,"Agriculture, Land Use and Forestry | Agriculture energy use | Hard coal",Coal consumption by the agriculture sector,EJ/yr,2041,0.0,2041-01-01
1205,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CO2",Total anthropogenic carbon dioxide emissions from land use,Mt CO2e/yr,2041,-155.0,2041-01-01
1206,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CO2",Total anthropogenic carbon dioxide emissions from land use,Mt CO2e/yr,2041,-176.0,2041-01-01
1207,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CO2",Total anthropogenic carbon dioxide emissions from land use,Mt CO2e/yr,2041,-166.0,2041-01-01
1208,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CH4",Methane emissions from the agriculture sector,Mt CO2e/yr,2041,80.25,2041-01-01
1209,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CH4",Methane emissions from the agriculture sector,Mt CO2e/yr,2041,55.0,2041-01-01
1210,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CH4",Methane emissions from the agriculture sector,Mt CO2e/yr,2041,63.0,2041-01-01
1211,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2041,1.73,2041-01-01
1212,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2041,1.83,2041-01-01
1213,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2041,53.94,2041-01-01
1214,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2041,1.62,2041-01-01
1215,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2040,0.0,2040-01-01
1216,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2040,0.0,2040-01-01
1217,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2040,0.05,2040-01-01
1218,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2040,0.05,2040-01-01
1219,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2040,0.07,2040-01-01
1220,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2040,13.4,2040-01-01
1221,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2040,10.0,2040-01-01
1222,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2040,0.0,2040-01-01
1223,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2040,0.0,2040-01-01
1224,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2040,0.0,2040-01-01
1225,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2040,10.1,2040-01-01
1226,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2040,1.11,2040-01-01
1227,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2040,2.31,2040-01-01
1228,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2040,0.0,2040-01-01
