,ISO,Country,Data source,Sector,Gas,Unit,Year,Value,Timestamp
1307,IRN,Iran,Climate Watch,Agriculture,N2O,MtCO₂e,2019,16.96,2019-01-01
1308,IRN,Iran,Climate Watch,Agriculture,CH4,MtCO₂e,2019,17.58,2019-01-01
1309,AGO,Angola,Climate Watch,Agriculture,CH4,MtCO₂e,2019,17.82,2019-01-01
1310,AGO,Angola,Climate Watch,Agriculture,N2O,MtCO₂e,2019,17.76,2019-01-01
1311,MNG,Mongolia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,17.08,2019-01-01
1312,ESP,Spain,Climate Watch,Agriculture,N2O,MtCO₂e,2019,16.34,2019-01-01
1313,THA,Thailand,Climate Watch,Agriculture,N2O,MtCO₂e,2019,15.37,2019-01-01
1314,UGA,Uganda,Climate Watch,Agriculture,CH4,MtCO₂e,2019,16.12,2019-01-01
1315,ZAF,South Africa,Climate Watch,Agriculture,N2O,MtCO₂e,2019,14.41,2019-01-01
1316,MDG,Madagascar,Climate Watch,Agriculture,CH4,MtCO₂e,2019,16.19,2019-01-01
1317,ZAF,South Africa,Climate Watch,Agriculture,CH4,MtCO₂e,2019,15.28,2019-01-01
1318,SOM,Somalia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,16.22,2019-01-01
1319,ROU,Romania,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,16.1,2019-01-01
1320,UZB,Uzbekistan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,14.3,2019-01-01
1321,MAR,Morocco,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,14.91,2019-01-01
1322,MLI,Mali,Climate Watch,Agriculture,N2O,MtCO₂e,2019,14.16,2019-01-01
1323,BFA,Burkina Faso,Climate Watch,Agriculture,CH4,MtCO₂e,2019,14.35,2019-01-01
1324,AFG,Afghanistan,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,15.1,2019-01-01
1325,KOR,South Korea,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,14.25,2019-01-01
1326,BLR,Belarus,Climate Watch,Agriculture,N2O,MtCO₂e,2019,14.53,2019-01-01
1327,IRL,Ireland,Climate Watch,Agriculture,CH4,MtCO₂e,2019,14.17,2019-01-01
1328,POL,Poland,Climate Watch,Agriculture,CH4,MtCO₂e,2019,14.64,2019-01-01
1329,BWA,Botswana,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.73,2019-01-01
1330,NZL,New Zealand,Climate Watch,Agriculture,N2O,MtCO₂e,2019,14.41,2019-01-01
1331,MNG,Mongolia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,14.47,2019-01-01
1332,GIN,Guinea,Climate Watch,Agriculture,CH4,MtCO₂e,2019,13.75,2019-01-01
1333,COD,Democratic Republic of the Congo,Climate Watch,Agriculture,N2O,MtCO₂e,2019,13.54,2019-01-01
1334,JPN,Japan,Climate Watch,Agriculture,CH4,MtCO₂e,2019,14.07,2019-01-01
1335,COD,Democratic Republic of the Congo,Climate Watch,Agriculture,CH4,MtCO₂e,2019,13.36,2019-01-01
1336,CMR,Cameroon,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,13.0,2019-01-01
1337,EGY,Egypt,Climate Watch,Agriculture,N2O,MtCO₂e,2019,12.77,2019-01-01
1338,SEN,Senegal,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,12.35,2019-01-01
1339,NER,Niger,Climate Watch,Agriculture,N2O,MtCO₂e,2019,11.71,2019-01-01
1340,ECU,Ecuador,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,12.73,2019-01-01
1341,DZA,Algeria,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,12.43,2019-01-01
1342,MMR,Myanmar,Climate Watch,Agriculture,N2O,MtCO₂e,2019,12.54,2019-01-01
1343,NIC,Nicaragua,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,11.7,2019-01-01
1344,TKM,Turkmenistan,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,11.78,2019-01-01
1345,ZMB,Zambia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,12.26,2019-01-01
1346,ITA,Italy,Climate Watch,Agriculture,N2O,MtCO₂e,2019,11.75,2019-01-01
1347,NLD,Netherlands,Climate Watch,Agriculture,CH4,MtCO₂e,2019,11.67,2019-01-01
1348,PHL,Philippines,Climate Watch,Agriculture,N2O,MtCO₂e,2019,11.19,2019-01-01
1349,UGA,Uganda,Climate Watch,Agriculture,N2O,MtCO₂e,2019,10.64,2019-01-01
1350,MYS,Malaysia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,9.77,2019-01-01
1351,LAO,Laos,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.23,2019-01-01
1352,VEN,Venezuela,Climate Watch,Agriculture,N2O,MtCO₂e,2019,10.98,2019-01-01
1353,GTM,Guatemala,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.29,2019-01-01
1354,AFG,Afghanistan,Climate Watch,Agriculture,CH4,MtCO₂e,2019,10.59,2019-01-01
1355,GHA,Ghana,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.28,2019-01-01
1356,DNK,Denmark,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.64,2019-01-01
1357,KAZ,Kazakhstan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,10.38,2019-01-01
1358,ZMB,Zambia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,10.89,2019-01-01
1359,CHL,Chile,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.35,2019-01-01
1360,ZWE,Zimbabwe,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.62,2019-01-01
1361,MWI,Malawi,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,8.49,2019-01-01
1362,MRT,Mauritania,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,9.67,2019-01-01
1363,PRY,Paraguay,Climate Watch,Agriculture,N2O,MtCO₂e,2019,9.51,2019-01-01
1364,BFA,Burkina Faso,Climate Watch,Agriculture,N2O,MtCO₂e,2019,9.3,2019-01-01
1365,KOR,South Korea,Climate Watch,Agriculture,CH4,MtCO₂e,2019,9.34,2019-01-01
1366,CAF,Central African Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2019,8.94,2019-01-01
1367,CUB,Cuba,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,10.47,2019-01-01
1368,DOM,Dominican Republic,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,9.41,2019-01-01
1369,BOL,Bolivia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,9.13,2019-01-01
1370,IRL,Ireland,Climate Watch,Agriculture,N2O,MtCO₂e,2019,9.09,2019-01-01
1371,NAM,Namibia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.54,2019-01-01
1372,BEL,Belgium,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,9.28,2019-01-01
1373,EGY,Egypt,Climate Watch,Agriculture,CH4,MtCO₂e,2019,9.79,2019-01-01
1374,MOZ,Mozambique,Climate Watch,Agriculture,CH4,MtCO₂e,2019,9.0,2019-01-01
1375,BLR,Belarus,Climate Watch,Agriculture,CH4,MtCO₂e,2019,9.18,2019-01-01
1376,UKR,Ukraine,Climate Watch,Agriculture,CH4,MtCO₂e,2019,10.1,2019-01-01
1377,MOZ,Mozambique,Climate Watch,Agriculture,N2O,MtCO₂e,2019,8.85,2019-01-01
1378,NIC,Nicaragua,Climate Watch,Agriculture,CH4,MtCO₂e,2019,8.41,2019-01-01
1379,PER,Peru,Climate Watch,Agriculture,N2O,MtCO₂e,2019,8.5,2019-01-01
1380,HUN,Hungary,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,8.26,2019-01-01
1381,ECU,Ecuador,Climate Watch,Agriculture,CH4,MtCO₂e,2019,8.28,2019-01-01
1382,CAF,Central African Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2019,7.62,2019-01-01
1383,ROU,Romania,Climate Watch,Agriculture,N2O,MtCO₂e,2019,8.06,2019-01-01
1384,URY,Uruguay,Climate Watch,Agriculture,N2O,MtCO₂e,2019,7.6,2019-01-01
1385,IRQ,Iraq,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,8.9,2019-01-01
1386,MAR,Morocco,Climate Watch,Agriculture,N2O,MtCO₂e,2019,7.28,2019-01-01
1387,SWE,Sweden,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,7.88,2019-01-01
1388,YEM,Yemen,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,8.24,2019-01-01
1389,AZE,Azerbaijan,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,7.59,2019-01-01
1390,LAO,Laos,Climate Watch,Agriculture,CH4,MtCO₂e,2019,7.33,2019-01-01
1391,JPN,Japan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,7.68,2019-01-01
1392,MAR,Morocco,Climate Watch,Agriculture,CH4,MtCO₂e,2019,7.63,2019-01-01
1393,ROU,Romania,Climate Watch,Agriculture,CH4,MtCO₂e,2019,8.04,2019-01-01
1394,CMR,Cameroon,Climate Watch,Agriculture,CH4,MtCO₂e,2019,7.46,2019-01-01
1395,SEN,Senegal,Climate Watch,Agriculture,CH4,MtCO₂e,2019,7.14,2019-01-01
1396,SAU,Saudi Arabia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,6.6,2019-01-01
1397,AUT,Austria,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,7.18,2019-01-01
1398,BWA,Botswana,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.22,2019-01-01
1399,DZA,Algeria,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.89,2019-01-01
1400,HND,Honduras,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,6.96,2019-01-01
1401,BWA,Botswana,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.52,2019-01-01
1402,GRC,Greece,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,7.29,2019-01-01
1403,PRT,Portugal,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,7.17,2019-01-01
1404,TJK,Tajikistan,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,6.9,2019-01-01
1405,NLD,Netherlands,Climate Watch,Agriculture,N2O,MtCO₂e,2019,7.02,2019-01-01
1406,FIN,Finland,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,6.88,2019-01-01
1407,CUB,Cuba,Climate Watch,Agriculture,CH4,MtCO₂e,2019,7.33,2019-01-01
1408,MRT,Mauritania,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.55,2019-01-01
1409,MDG,Madagascar,Climate Watch,Agriculture,N2O,MtCO₂e,2019,6.96,2019-01-01
1410,GTM,Guatemala,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.39,2019-01-01
1411,GIN,Guinea,Climate Watch,Agriculture,N2O,MtCO₂e,2019,6.32,2019-01-01
1412,CIV,Côte d'Ivoire,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,6.26,2019-01-01
1413,MYS,Malaysia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.21,2019-01-01
1414,CZE,Czech Republic,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,6.51,2019-01-01
1415,LKA,Sri Lanka,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.86,2019-01-01
1416,TKM,Turkmenistan,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.14,2019-01-01
1417,DOM,Dominican Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.24,2019-01-01
1418,SOM,Somalia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,6.32,2019-01-01
1419,ZWE,Zimbabwe,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.16,2019-01-01
1420,NPL,Nepal,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.85,2019-01-01
1421,DNK,Denmark,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.0,2019-01-01
1422,MWI,Malawi,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.82,2019-01-01
1423,SYR,Syria,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.84,2019-01-01
1424,BEL,Belgium,Climate Watch,Agriculture,CH4,MtCO₂e,2019,6.05,2019-01-01
1425,BEN,Benin,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.95,2019-01-01
1426,HUN,Hungary,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.69,2019-01-01
1427,KGZ,Kyrgyzstan,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.57,2019-01-01
1428,LTU,Lithuania,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.67,2019-01-01
1429,CMR,Cameroon,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.53,2019-01-01
1430,BGR,Bulgaria,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.45,2019-01-01
1431,TKM,Turkmenistan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.64,2019-01-01
1432,GHA,Ghana,Climate Watch,Agriculture,CH4,MtCO₂e,2019,5.38,2019-01-01
1433,SRB,Serbia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.85,2019-01-01
1434,CHE,Switzerland,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.48,2019-01-01
1435,DZA,Algeria,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.54,2019-01-01
1436,SEN,Senegal,Climate Watch,Agriculture,N2O,MtCO₂e,2019,5.2,2019-01-01
1437,CHL,Chile,Climate Watch,Agriculture,CH4,MtCO₂e,2019,5.44,2019-01-01
1438,NOR,Norway,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.26,2019-01-01
1439,KOR,South Korea,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.92,2019-01-01
1440,NAM,Namibia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.32,2019-01-01
1441,PRK,North Korea,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,5.4,2019-01-01
1442,CHL,Chile,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.91,2019-01-01
1443,GHA,Ghana,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.9,2019-01-01
1444,PRT,Portugal,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.86,2019-01-01
1445,LKA,Sri Lanka,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.18,2019-01-01
1446,SWE,Sweden,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.64,2019-01-01
1447,TUN,Tunisia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,4.61,2019-01-01
1448,FIN,Finland,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.77,2019-01-01
1449,AUT,Austria,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.69,2019-01-01
1450,YEM,Yemen,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.87,2019-01-01
1451,ERI,Eritrea,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,4.61,2019-01-01
1452,HND,Honduras,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.59,2019-01-01
1453,TJK,Tajikistan,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.63,2019-01-01
1454,DNK,Denmark,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.64,2019-01-01
1455,MYS,Malaysia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.56,2019-01-01
1456,HTI,Haiti,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,4.48,2019-01-01
1457,ECU,Ecuador,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.45,2019-01-01
1458,KHM,Cambodia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.28,2019-01-01
1459,IRQ,Iraq,Climate Watch,Agriculture,CH4,MtCO₂e,2019,4.68,2019-01-01
1460,AFG,Afghanistan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.51,2019-01-01
1461,ZWE,Zimbabwe,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.46,2019-01-01
1462,NAM,Namibia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.22,2019-01-01
1463,GTM,Guatemala,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.9,2019-01-01
1464,LTU,Lithuania,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.02,2019-01-01
1465,SLE,Sierra Leone,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,3.3,2019-01-01
1466,AZE,Azerbaijan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.69,2019-01-01
1467,SAU,Saudi Arabia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.64,2019-01-01
1468,MWI,Malawi,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.67,2019-01-01
1469,KGZ,Kyrgyzstan,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.74,2019-01-01
1470,AZE,Azerbaijan,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.9,2019-01-01
1471,CHE,Switzerland,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.82,2019-01-01
1472,IRQ,Iraq,Climate Watch,Agriculture,N2O,MtCO₂e,2019,4.22,2019-01-01
1473,BGR,Bulgaria,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.73,2019-01-01
1474,CRI,Costa Rica,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,4.44,2019-01-01
1475,GRC,Greece,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.86,2019-01-01
1476,RWA,Rwanda,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,3.51,2019-01-01
1477,PAN,Panama,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,3.44,2019-01-01
1478,PRK,North Korea,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.56,2019-01-01
1479,CZE,Czech Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.59,2019-01-01
1480,SYR,Syria,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.13,2019-01-01
1481,NIC,Nicaragua,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.28,2019-01-01
1482,CIV,Côte d'Ivoire,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.28,2019-01-01
1483,SAU,Saudi Arabia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.96,2019-01-01
1484,GRC,Greece,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.44,2019-01-01
1485,YEM,Yemen,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.37,2019-01-01
1486,BEN,Benin,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.17,2019-01-01
1487,MRT,Mauritania,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.11,2019-01-01
1488,BEL,Belgium,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.23,2019-01-01
1489,SRB,Serbia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.28,2019-01-01
1490,SWE,Sweden,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.24,2019-01-01
1491,DOM,Dominican Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.18,2019-01-01
1492,LVA,Latvia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,3.12,2019-01-01
1493,TGO,Togo,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,3.04,2019-01-01
1494,CIV,Côte d'Ivoire,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.98,2019-01-01
1495,HTI,Haiti,Climate Watch,Agriculture,CH4,MtCO₂e,2019,3.04,2019-01-01
1496,ERI,Eritrea,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.99,2019-01-01
1497,LAO,Laos,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.9,2019-01-01
1498,CUB,Cuba,Climate Watch,Agriculture,N2O,MtCO₂e,2019,3.14,2019-01-01
1499,CZE,Czech Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.92,2019-01-01
1500,LBY,Libya,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.89,2019-01-01
1501,SLE,Sierra Leone,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.17,2019-01-01
1502,BDI,Burundi,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.62,2019-01-01
1503,NOR,Norway,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.81,2019-01-01
1504,BEN,Benin,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.78,2019-01-01
1505,COG,Republic of Congo,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,3.05,2019-01-01
1506,HRV,Croatia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.64,2019-01-01
1507,TUN,Tunisia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.49,2019-01-01
1508,HUN,Hungary,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.57,2019-01-01
1509,PNG,Papua New Guinea,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.59,2019-01-01
1510,AUT,Austria,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.5,2019-01-01
1511,SYR,Syria,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.71,2019-01-01
1512,NOR,Norway,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.45,2019-01-01
1513,HND,Honduras,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.37,2019-01-01
1514,SVK,Slovakia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.51,2019-01-01
1515,SRB,Serbia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.57,2019-01-01
1516,TJK,Tajikistan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.28,2019-01-01
1517,PAN,Panama,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.34,2019-01-01
1518,CRI,Costa Rica,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.8,2019-01-01
1519,EST,Estonia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.31,2019-01-01
1520,ALB,Albania,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.85,2019-01-01
1521,SLV,El Salvador,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.95,2019-01-01
1522,PRT,Portugal,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.31,2019-01-01
1523,LVA,Latvia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,2.13,2019-01-01
1524,ARE,United Arab Emirates,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.06,2019-01-01
1525,TUN,Tunisia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.13,2019-01-01
1526,FIN,Finland,Climate Watch,Agriculture,CH4,MtCO₂e,2019,2.11,2019-01-01
1527,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,2.35,2019-01-01
1528,RWA,Rwanda,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.84,2019-01-01
1529,GEO,Georgia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.9,2019-01-01
1530,GNB,Guinea-Bissau,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.92,2019-01-01
1531,BGR,Bulgaria,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.71,2019-01-01
1532,OMN,Oman,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.78,2019-01-01
1533,KGZ,Kyrgyzstan,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.83,2019-01-01
1534,ARM,Armenia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.72,2019-01-01
1535,GUY,Guyana,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.95,2019-01-01
1536,RWA,Rwanda,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.68,2019-01-01
1537,CHE,Switzerland,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.65,2019-01-01
1538,EST,Estonia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.66,2019-01-01
1539,ERI,Eritrea,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.62,2019-01-01
1540,SVN,Slovenia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.62,2019-01-01
1541,LBY,Libya,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.61,2019-01-01
1542,LKA,Sri Lanka,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.68,2019-01-01
1543,LTU,Lithuania,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.64,2019-01-01
1544,ALB,Albania,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.85,2019-01-01
1545,PNG,Papua New Guinea,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.61,2019-01-01
1546,ISR,Israel,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.59,2019-01-01
1547,TGO,Togo,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.52,2019-01-01
1548,TGO,Togo,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.51,2019-01-01
1549,MDA,Moldova,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.57,2019-01-01
1550,BDI,Burundi,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.34,2019-01-01
1551,PRK,North Korea,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.84,2019-01-01
1552,SVK,Slovakia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.45,2019-01-01
1553,CRI,Costa Rica,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.63,2019-01-01
1554,COG,Republic of Congo,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.59,2019-01-01
1555,BDI,Burundi,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.28,2019-01-01
1556,HTI,Haiti,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.43,2019-01-01
1557,HRV,Croatia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.31,2019-01-01
1558,ARE,United Arab Emirates,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.28,2019-01-01
1559,HRV,Croatia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.33,2019-01-01
1560,LBY,Libya,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.28,2019-01-01
1561,SLV,El Salvador,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.23,2019-01-01
1562,JOR,Jordan,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.23,2019-01-01
1563,COG,Republic of Congo,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.46,2019-01-01
1564,GMB,Gambia,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.25,2019-01-01
1565,GUY,Guyana,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.42,2019-01-01
1566,PAN,Panama,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.1,2019-01-01
1567,SLE,Sierra Leone,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.13,2019-01-01
1568,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.45,2019-01-01
1569,OMN,Oman,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.1,2019-01-01
1570,GNB,Guinea-Bissau,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.15,2019-01-01
1571,GEO,Georgia,Climate Watch,Agriculture,CH4,MtCO₂e,2019,1.07,2019-01-01
1572,LSO,Lesotho,Climate Watch,Agriculture,All GHG,MtCO₂e,2019,1.15,2019-01-01
1573,ARM,Armenia,Climate Watch,Agriculture,N2O,MtCO₂e,2019,1.05,2019-01-01
